Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
attSorceryIceRank3Desc,progression,Attribute,,,"[I]Novice Training[/I]",,,,,,,,,,,,,,
attSorceryIceRank3LongDesc,progression,Attribute,,,"You're training to become a [36dc2a]Novice[-] Sorcerer:\n• Harvest [ae92d5]Ice Essence[-] from Snow Biome, Potassium Nitrate Ore and Boulders\n• Crafting at a Ice Spellforge is [ae92d5]+10%[-] Faster\n• +[ae92d5]{cvar($attSorceryIce_UI_Dmg:0.0)}%[-] Ice Sorcery Damage ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorceryIce_UI_SS:0.0)}%[-] Ice Spellcasting Speed ([I][d1d1d1]+0.5% per Level[-][/I])",,,,,,,,,,,,,,
attSorceryIceRank4Desc,progression,Attribute,,,"[36dc2a]RANK[-] [U]NOVICE ICE SORCERER[/U] [36dc2a]NOVICE UPGRADES[-]",,,,,,,,,,,,,,
attSorceryIceRank4LongDesc,progression,Attribute,,,"Your training is complete, you're now a [36dc2a]Novice[-] Sorcerer!\n• Unlock Novice Perk [36dc2a]Upgrades[-]\n• Harvest [ae92d5]+50%[-] Ice Essence from Snow Biome, Potassium Nitrate Ore and Boulders\n• Crafting at a Ice Spellforge is [ae92d5]+20%[-] Faster\n• +[ae92d5]{cvar($attSorceryIce_UI_Dmg:0.0)}%[-] Ice Sorcery Damage ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorceryIce_UI_SS:0.0)}%[-] Ice Spellcasting Speed ([I][d1d1d1]+0.5% per Level[-][/I])",,,,,,,,,,,,,,
attSorceryIceRank5Desc,progression,Attribute,,,"[I]Adept Training[/I]",,,,,,,,,,,,,,
attSorceryIceRank5LongDesc,progression,Attribute,,,"You're training to become an [407fff]Adept[-] Sorcerer:\n• Harvest [ae92d5]+50%[-] Ice Essence from Snow Biome, Potassium Nitrate Ore and Boulders\n• Crafting at a Ice Spellforge is [ae92d5]+20%[-] Faster\n• +[ae92d5]{cvar($attSorceryIce_UI_Dmg:0.0)}%[-] Ice Sorcery Damage ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorceryIce_UI_SS:0.0)}%[-] Ice Spellcasting Speed ([I][d1d1d1]+0.5% per Level[-][/I])",,,,,,,,,,,,,,
attSorceryIceRank6Desc,progression,Attribute,,,"[407fff]RANK[-] [U]ADEPT ICE SORCERER[/U] [407fff]ADEPT UPGRADES[-]",,,,,,,,,,,,,,
attSorceryIceRank6LongDesc,progression,Attribute,,,"Your training is complete, you're now an [407fff]Adept[-] Sorcerer!\n• Unlock Adept Perk [407fff]Upgrades[-]\n• Harvest [ae92d5]+100%[-] Ice Essence from Snow Biome, Potassium Nitrate Ore and Boulders\n• Crafting at a Ice Spellforge is [ae92d5]+30%[-] Faster\n• +[ae92d5]{cvar($attSorceryIce_UI_Dmg:0.0)}%[-] Ice Sorcery Damage ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorceryIce_UI_SS:0.0)}%[-] Ice Spellcasting Speed ([I][d1d1d1]+0.5% per Level[-][/I])",,,,,,,,,,,,,,
attSorceryIceRank7Desc,progression,Attribute,,,"[I]Expert Training[/I]",,,,,,,,,,,,,,
attSorceryIceRank7LongDesc,progression,Attribute,,,"You're training to become an [ba3fd0]Expert[-] Sorcerer:\n• Harvest [ae92d5]+100%[-] Ice Essence from Snow Biome, Potassium Nitrate Ore and Boulders\n• Crafting at a Ice Spellforge is [ae92d5]+30%[-] Faster\n• +[ae92d5]{cvar($attSorceryIce_UI_Dmg:0.0)}%[-] Ice Sorcery Damage ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorceryIce_UI_SS:0.0)}%[-] Ice Spellcasting Speed ([I][d1d1d1]+0.5% per Level[-][/I])",,,,,,,,,,,,,,
attSorceryIceRank8Desc,progression,Attribute,,,"[ba3fd0]RANK[-] [U]EXPERT ICE SORCERER[/U] [ba3fd0]EXPERT UPGRADES[-]",,,,,,,,,,,,,,
attSorceryIceRank8LongDesc,progression,Attribute,,,"Your training is complete, you're now an [ba3fd0]Expert[-] Sorcerer!\n• Unlock Expert Perk [ba3fd0]Upgrades[-]\n• Harvest [ae92d5]+150%[-] Ice Essence from Snow Biome, Potassium Nitrate Ore and Boulders\n• Crafting at a Ice Spellforge is [ae92d5]+40%[-] Faster\n• +[ae92d5]{cvar($attSorceryIce_UI_Dmg:0.0)}%[-] Ice Sorcery Damage ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorceryIce_UI_SS:0.0)}%[-] Ice Spellcasting Speed ([I][d1d1d1]+0.5% per Level[-][/I])",,,,,,,,,,,,,,
attSorceryIceRank9Desc,progression,Attribute,,,"[I]Master Training[/I]",,,,,,,,,,,,,,
attSorceryIceRank9LongDesc,progression,Attribute,,,"You're training to become a [e60000]Master[-] Sorcerer:\n• Harvest [ae92d5]+150%[-] Ice Essence from Snow Biome, Potassium Nitrate Ore and Boulders\n• Crafting at a Ice Spellforge is [ae92d5]+40%[-] Faster\n• +[ae92d5]{cvar($attSorceryIce_UI_Dmg:0.0)}%[-] Ice Sorcery Damage ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorceryIce_UI_SS:0.0)}%[-] Ice Spellcasting Speed ([I][d1d1d1]+0.5% per Level[-][/I])",,,,,,,,,,,,,,
attSorceryIceRank10Desc,progression,Attribute,,,"[e60000]RANK[-] [U]MASTER ICE SORCERER[/U] [e60000]MASTER UPGRADES[-]",,,,,,,,,,,,,,
attSorceryIceRank10LongDesc,progression,Attribute,,,"Your training is complete, you're now a [e60000]Master[-] Sorcerer!\n• Unlock Master Perk [e60000]Upgrades[-]\n• Harvest [ae92d5]+200%[-] Ice Essence from Snow Biome, Potassium Nitrate Ore and Boulders\n• Crafting at a Ice Spellforge is [ae92d5]+50%[-] Faster\n• +[ae92d5]{cvar($attSorceryIce_UI_Dmg:0.0)}%[-] Ice Sorcery Damage ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorceryIce_UI_SS:0.0)}%[-] Ice Spellcasting Speed ([I][d1d1d1]+0.5% per Level[-][/I])",,,,,,,,,,,,,,

attsorcerylightning,progression,Attribute,,,"Lightning Sorcery",,,,,,,,,,,,,,
attSorceryLightningDesc,progression,Attribute,,,"Electrocuting and Debilitating foes are the specialties of a Lightning Sorcerer. Increase Lightning Level by performing Lightning Sorceries.\n\n[c6b88f][U]XP NEXT LEVEL[/U][-]: [36dc2a]{cvar($attLightning_LvlXP_RemainUI:0.0)}[-] / [d1d1d1]{cvar($attLightning_LvlXP_BaseNew:0.0)}[-]        [c6b88f][U]XP TOTAL[/U][-]: [d1d1d1]{cvar($attLightning_LvlXP:0.00)}[-]",,,,,,,,,,,,,,
attSorceryLightningLongDesc,progression,Attribute,,,"Increase Lightning Sorcery Level by performing Lightning and Omni Sorceries.",,,,,,,,,,,,,,
attSorceryLightningName,progression,Attribute,,,"Attribute: Lightning Sorcery",,,,,,,,,,,,,,
attSorceryLightningRank0Desc,progression,Attribute,,,"[d1d1d1]MUNDANE[-] [U]TRAINING LIGHTNING SORCERER[/U]\nIncrease Lightning Sorcery by performing Lightning and Omni Sorceries.",,,,,,,,,,,,,,
attSorceryLightningRank0LongDesc,progression,Attribute,,,"You are but mundane with no affinity for Lightning Sorcery. Using Lightning and Omni Sorceries will increase its level over time.",,,,,,,,,,,,,,
attSorceryLightningRank1Desc,progression,Attribute,,,"[I]Initiate Training[/I]",,,,,,,,,,,,,,
attSorceryLightningRank1LongDesc,progression,Attribute,,,"You're training to become an [2f9970]Initiate[-] Sorcerer:\n• +[ae92d5]{cvar($attSorceryLightning_UI_Dmg:0.0)}%[-] Lightning Sorcery Damage ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorceryLightning_UI_SS:0.0)}%[-] Lightning Spellcasting Speed ([I][d1d1d1]+0.5% per Level[-][/I])",,,,,,,,,,,,,,
attSorceryLightningRank2Desc,progression,Attribute,,,"[2f9970]RANK[-] [U]INITIATE LIGHTNING SORCERER[/U] [2f9970]INITIATE UPGRADES[-]",,,,,,,,,,,,,,
attSorceryLightningRank2LongDesc,progression,Attribute,,,"Your training is complete, you're now an [2f9970]Initiate[-] Sorcerer!\n• Unlock Initiate Perk [2f9970]Upgrades[-]\n• Learn to craft a [e3bb70][U]Lightning Spellforge[/U][-] at a Sorcerer Desk\n• Harvest [ae92d5]Lightning Essence[-] from Desert Biome, Lead Ore and Boulders\n• Crafting at a Lightning Spellforge is [ae92d5]+10%[-] Faster\n• +[ae92d5]{cvar($attSorceryLightning_UI_Dmg:0.0)}%[-] Lightning Sorcery Damage ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorceryLightning_UI_SS:0.0)}%[-] Lightning Spellcasting Speed ([I][d1d1d1]+0.5% per Level[-][/I])",,,,,,,,,,,,,,
attSorceryLightningRank3Desc,progression,Attribute,,,"[I]Novice Training[/I]",,,,,,,,,,,,,,
attSorceryLightningRank3LongDesc,progression,Attribute,,,"You're training to become a [36dc2a]Novice[-] Sorcerer:\n• Harvest [ae92d5]Lightning Essence[-] from Desert Biome, Lead Ore and Boulders\n• Crafting at a Lightning Spellforge is [ae92d5]+10%[-] Faster\n• +[ae92d5]{cvar($attSorceryLightning_UI_Dmg:0.0)}%[-] Lightning Sorcery Damage ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorceryLightning_UI_SS:0.0)}%[-] Lightning Spellcasting Speed ([I][d1d1d1]+0.5% per Level[-][/I])",,,,,,,,,,,,,,
attSorceryLightningRank4Desc,progression,Attribute,,,"[36dc2a]RANK[-] [U]NOVICE LIGHTNING SORCERER[/U] [36dc2a]NOVICE UPGRADES[-]",,,,,,,,,,,,,,
attSorceryLightningRank4LongDesc,progression,Attribute,,,"Your training is complete, you're now a [36dc2a]Novice[-] Sorcerer!\n• Unlock Novice Perk [36dc2a]Upgrades[-]\n• Harvest [ae92d5]+50%[-] Lightning Essence from Desert Biome, Lead Ore and Boulders\n• Crafting at a Lightning Spellforge is [ae92d5]+20%[-] Faster\n• +[ae92d5]{cvar($attSorceryLightning_UI_Dmg:0.0)}%[-] Lightning Sorcery Damage ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorceryLightning_UI_SS:0.0)}%[-] Lightning Spellcasting Speed ([I][d1d1d1]+0.5% per Level[-][/I])",,,,,,,,,,,,,,
attSorceryLightningRank5Desc,progression,Attribute,,,"[I]Adept Training[/I]",,,,,,,,,,,,,,
attSorceryLightningRank5LongDesc,progression,Attribute,,,"You're training to become an [407fff]Adept[-] Sorcerer:\n• Harvest [ae92d5]+50%[-] Lightning Essence from Desert Biome, Lead Ore and Boulders\n• Crafting at a Lightning Spellforge is [ae92d5]+20%[-] Faster\n• +[ae92d5]{cvar($attSorceryLightning_UI_Dmg:0.0)}%[-] Lightning Sorcery Damage ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorceryLightning_UI_SS:0.0)}%[-] Lightning Spellcasting Speed ([I][d1d1d1]+0.5% per Level[-][/I])",,,,,,,,,,,,,,
attSorceryLightningRank6Desc,progression,Attribute,,,"[407fff]RANK[-] [U]ADEPT LIGHTNING SORCERER[/U] [407fff]ADEPT UPGRADES[-]",,,,,,,,,,,,,,
attSorceryLightningRank6LongDesc,progression,Attribute,,,"Your training is complete, you're now an [407fff]Adept[-] Sorcerer!\n• Unlock Adept Perk [407fff]Upgrades[-]\n• Harvest [ae92d5]+100%[-] Lightning Essence from Desert Biome, Lead Ore and Boulders\n• Crafting at a Lightning Spellforge is [ae92d5]+30%[-] Faster\n• +[ae92d5]{cvar($attSorceryLightning_UI_Dmg:0.0)}%[-] Lightning Sorcery Damage ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorceryLightning_UI_SS:0.0)}%[-] Lightning Spellcasting Speed ([I][d1d1d1]+0.5% per Level[-][/I])",,,,,,,,,,,,,,
attSorceryLightningRank7Desc,progression,Attribute,,,"[I]Expert Training[/I]",,,,,,,,,,,,,,
attSorceryLightningRank7LongDesc,progression,Attribute,,,"You're training to become an [ba3fd0]Expert[-] Sorcerer:\n• Harvest [ae92d5]+100%[-] Lightning Essence from Desert Biome, Lead Ore and Boulders\n• Crafting at a Lightning Spellforge is [ae92d5]+30%[-] Faster\n• +[ae92d5]{cvar($attSorceryLightning_UI_Dmg:0.0)}%[-] Lightning Sorcery Damage ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorceryLightning_UI_SS:0.0)}%[-] Lightning Spellcasting Speed ([I][d1d1d1]+0.5% per Level[-][/I])",,,,,,,,,,,,,,
attSorceryLightningRank8Desc,progression,Attribute,,,"[ba3fd0]RANK[-] [U]EXPERT LIGHTNING SORCERER[/U] [ba3fd0]EXPERT UPGRADES[-]",,,,,,,,,,,,,,
attSorceryLightningRank8LongDesc,progression,Attribute,,,"Your training is complete, you're now an [ba3fd0]Expert[-] Sorcerer!\n• Unlock Expert Perk [ba3fd0]Upgrades[-]\n• Harvest [ae92d5]+150%[-] Lightning Essence from Desert Biome, Lead Ore and Boulders\n• Crafting at a Lightning Spellforge is [ae92d5]+40%[-] Faster\n• +[ae92d5]{cvar($attSorceryLightning_UI_Dmg:0.0)}%[-] Lightning Sorcery Damage ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorceryLightning_UI_SS:0.0)}%[-] Lightning Spellcasting Speed ([I][d1d1d1]+0.5% per Level[-][/I])",,,,,,,,,,,,,,
attSorceryLightningRank9Desc,progression,Attribute,,,"[I]Master Training[/I]",,,,,,,,,,,,,,
attSorceryLightningRank9LongDesc,progression,Attribute,,,"You're training to become a [e60000]Master[-] Sorcerer:\n• Harvest [ae92d5]+150%[-] Lightning Essence from Desert Biome, Lead Ore and Boulders\n• Crafting at a Lightning Spellforge is [ae92d5]+40%[-] Faster\n• +[ae92d5]{cvar($attSorceryLightning_UI_Dmg:0.0)}%[-] Lightning Sorcery Damage ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorceryLightning_UI_SS:0.0)}%[-] Lightning Spellcasting Speed ([I][d1d1d1]+0.5% per Level[-][/I])",,,,,,,,,,,,,,
attSorceryLightningRank10Desc,progression,Attribute,,,"[e60000]RANK[-] [U]MASTER LIGHTNING SORCERER[/U] [e60000]MASTER UPGRADES[-]",,,,,,,,,,,,,,
attSorceryLightningRank10LongDesc,progression,Attribute,,,"Your training is complete, you're now a [e60000]Master[-] Sorcerer!\n• Unlock Master Perk [e60000]Upgrades[-]\n• Harvest [ae92d5]+200%[-] Lightning Essence from Desert Biome, Lead Ore and Boulders\n• Crafting at a Lightning Spellforge is [ae92d5]+50%[-] Faster\n• +[ae92d5]{cvar($attSorceryLightning_UI_Dmg:0.0)}%[-] Lightning Sorcery Damage ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorceryLightning_UI_SS:0.0)}%[-] Lightning Spellcasting Speed ([I][d1d1d1]+0.5% per Level[-][/I])",,,,,,,,,,,,,,

attsorceryunholy,progression,Attribute,,,"Unholy Sorcery",,,,,,,,,,,,,,
attSorceryUnholyDesc,progression,Attribute,,,"Corrupting, Dark Summoning and Cursing foes are the specialties of an Unholy Sorcerer. Increase Unholy Level by performing Dark Sorceries.\n\n[c6b88f][U]XP NEXT LEVEL[/U][-]: [36dc2a]{cvar($attUnholy_LvlXP_RemainUI:0.0)}[-] / [d1d1d1]{cvar($attUnholy_LvlXP_BaseNew:0.0)}[-]        [c6b88f][U]XP TOTAL[/U][-]: [d1d1d1]{cvar($attUnholy_LvlXP:0.00)}[-]",,,,,,,,,,,,,,
attSorceryUnholyName,progression,Attribute,,,"Attribute: Unholy Sorcery",,,,,,,,,,,,,,
attSorceryUnholyRank0Desc,progression,Attribute,,,"[d1d1d1]MUNDANE[-] [U]TRAINING UNHOLY SORCERER[/U]\nUnlock Unholy Sorcery through the Trial of Darkness Questline.",,,,,,,,,,,,,,
attSorceryUnholyRank0LongDesc,progression,Attribute,,,"You are but mundane with no affinity for Unholy Sorcery. Using Unholy Sorceries will increase its level over time.",,,,,,,,,,,,,,
attSorceryUnholyRank1Desc,progression,Attribute,,,"[I]Initiate Training[/I]",,,,,,,,,,,,,,
attSorceryUnholyRank1LongDesc,progression,Attribute,,,"Coming soon! Help speed up development by Supporting: [36dc2a]http://sorcerymod.com[-]",,,,,,,,,,,,,,
attSorceryUnholyRank2Desc,progression,Attribute,,,"[2f9970]Initiate[-] Unholy Sorcerer",,,,,,,,,,,,,,
attSorceryUnholyRank2LongDesc,progression,Attribute,,,"Coming soon! Help speed up development by Supporting: [36dc2a]http://sorcerymod.com[-]",,,,,,,,,,,,,,
attSorceryUnholyRank3Desc,progression,Attribute,,,"Novice Training",,,,,,,,,,,,,,
attSorceryUnholyRank3LongDesc,progression,Attribute,,,"Coming soon! Help speed up development by Supporting: [36dc2a]http://sorcerymod.com[-]",,,,,,,,,,,,,,
attSorceryUnholyRank4Desc,progression,Attribute,,,"[36dc2a]Novice[-] Unholy Sorcerer",,,,,,,,,,,,,,
attSorceryUnholyRank4LongDesc,progression,Attribute,,,"Coming soon! Help speed up development by Supporting: [36dc2a]http://sorcerymod.com[-]",,,,,,,,,,,,,,
attSorceryUnholyRank5Desc,progression,Attribute,,,"Adept Training",,,,,,,,,,,,,,
attSorceryUnholyRank5LongDesc,progression,Attribute,,,"Coming soon! Help speed up development by Supporting: [36dc2a]http://sorcerymod.com[-]",,,,,,,,,,,,,,
attSorceryUnholyRank6Desc,progression,Attribute,,,"[407fff]Adept[-] Unholy Sorcerer",,,,,,,,,,,,,,
attSorceryUnholyRank6LongDesc,progression,Attribute,,,"Coming soon! Help speed up development by Supporting: [36dc2a]http://sorcerymod.com[-]",,,,,,,,,,,,,,
attSorceryUnholyRank7Desc,progression,Attribute,,,"Expert Training",,,,,,,,,,,,,,
attSorceryUnholyRank7LongDesc,progression,Attribute,,,"Coming soon! Help speed up development by Supporting: [36dc2a]http://sorcerymod.com[-]",,,,,,,,,,,,,,
attSorceryUnholyRank8Desc,progression,Attribute,,,"[ba3fd0]Expert[-] Unholy Sorcerer",,,,,,,,,,,,,,
attSorceryUnholyRank8LongDesc,progression,Attribute,,,"Coming soon! Help speed up development by Supporting: [36dc2a]http://sorcerymod.com[-]",,,,,,,,,,,,,,
attSorceryUnholyRank9Desc,progression,Attribute,,,"Master Training",,,,,,,,,,,,,,
attSorceryUnholyRank9LongDesc,progression,Attribute,,,"Coming soon! Help speed up development by Supporting: [36dc2a]http://sorcerymod.com[-]",,,,,,,,,,,,,,
attSorceryUnholyRank10Desc,progression,Attribute,,,"[e60000]Master[-] Unholy Sorcerer",,,,,,,,,,,,,,
attSorceryUnholyRank10LongDesc,progression,Attribute,,,"Coming soon! Help speed up development by Supporting: [36dc2a]http://sorcerymod.com[-]",,,,,,,,,,,,,,

attsorceryholy,progression,Attribute,,,"Holy Sorcery",,,,,,,,,,,,,,
attSorceryHolyDesc,progression,Attribute,,,"Purifying, Light Conjuring and Blessing are the specialties of a Holy Sorcerer. Increase Holy Level by performing Light Sorceries.\n\n[c6b88f][U]XP NEXT LEVEL[/U][-]: [36dc2a]{cvar($attHoly_LvlXP_RemainUI:0.0)}[-] / [d1d1d1]{cvar($attHoly_LvlXP_BaseNew:0.0)}[-]        [c6b88f][U]XP TOTAL[/U][-]: [d1d1d1]{cvar($attHoly_LvlXP:0.00)}[-]",,,,,,,,,,,,,,
attSorceryHolyName,progression,Attribute,,,"Attribute: Holy Sorcery",,,,,,,,,,,,,,
attSorceryHolyRank0Desc,progression,Attribute,,,"[d1d1d1]MUNDANE[-] [U]TRAINING HOLY SORCERER[/U]\nUnlock Holy Sorcery through the Trial of Light Questline.",,,,,,,,,,,,,,
attSorceryHolyRank0LongDesc,progression,Attribute,,,"You are but mundane with no affinity for Holy Sorcery. Using Holy Sorceries will increase its level over time.",,,,,,,,,,,,,,
attSorceryHolyRank1Desc,progression,Attribute,,,"[I]Initiate Training[/I]",,,,,,,,,,,,,,
attSorceryHolyRank1LongDesc,progression,Attribute,,,"Coming soon! Help speed up development by Supporting: [36dc2a]http://sorcerymod.com[-]",,,,,,,,,,,,,,
attSorceryHolyRank2Desc,progression,Attribute,,,"[2f9970]Initiate[-] Holy Sorcerer",,,,,,,,,,,,,,
attSorceryHolyRank2LongDesc,progression,Attribute,,,"Coming soon! Help speed up development by Supporting: [36dc2a]http://sorcerymod.com[-]",,,,,,,,,,,,,,
attSorceryHolyRank3Desc,progression,Attribute,,,"Novice Training",,,,,,,,,,,,,,
attSorceryHolyRank3LongDesc,progression,Attribute,,,"Coming soon! Help speed up development by Supporting: [36dc2a]http://sorcerymod.com[-]",,,,,,,,,,,,,,
attSorceryHolyRank4Desc,progression,Attribute,,,"[36dc2a]Novice[-] Holy Sorcerer",,,,,,,,,,,,,,
attSorceryHolyRank4LongDesc,progression,Attribute,,,"Coming soon! Help speed up development by Supporting: [36dc2a]http://sorcerymod.com[-]",,,,,,,,,,,,,,
attSorceryHolyRank5Desc,progression,Attribute,,,"Adept Training",,,,,,,,,,,,,,
attSorceryHolyRank5LongDesc,progression,Attribute,,,"Coming soon! Help speed up development by Supporting: [36dc2a]http://sorcerymod.com[-]",,,,,,,,,,,,,,
attSorceryHolyRank6Desc,progression,Attribute,,,"[407fff]Adept[-] Holy Sorcerer",,,,,,,,,,,,,,
attSorceryHolyRank6LongDesc,progression,Attribute,,,"Coming soon! Help speed up development by Supporting: [36dc2a]http://sorcerymod.com[-]",,,,,,,,,,,,,,
attSorceryHolyRank7Desc,progression,Attribute,,,"Expert Training",,,,,,,,,,,,,,
attSorceryHolyRank7LongDesc,progression,Attribute,,,"Coming soon! Help speed up development by Supporting: [36dc2a]http://sorcerymod.com[-]",,,,,,,,,,,,,,
attSorceryHolyRank8Desc,progression,Attribute,,,"[ba3fd0]Expert[-] Holy Sorcerer",,,,,,,,,,,,,,
attSorceryHolyRank8LongDesc,progression,Attribute,,,"Coming soon! Help speed up development by Supporting: [36dc2a]http://sorcerymod.com[-]",,,,,,,,,,,,,,
attSorceryHolyRank9Desc,progression,Attribute,,,"Master Training",,,,,,,,,,,,,,
attSorceryHolyRank9LongDesc,progression,Attribute,,,"Coming soon! Help speed up development by Supporting: [36dc2a]http://sorcerymod.com[-]",,,,,,,,,,,,,,
attSorceryHolyRank10Desc,progression,Attribute,,,"[e60000]Master[-] Holy Sorcerer",,,,,,,,,,,,,,
attSorceryHolyRank10LongDesc,progression,Attribute,,,"Coming soon! Help speed up development by Supporting: [36dc2a]http://sorcerymod.com[-]",,,,,,,,,,,,,,

skillSorceryMasteryName,progression,Skill,,,"Masteries",,,,,,,,,,,,,,
skillSorceryMasteryDesc,progression,Skill,,,"Master Sorcery to learn the art of invoking the elements and becoming a devastating sorcerer. The rising dead were just the start of aftermath anomalies...",,,,,,,,,,,,,,
skillSorcerySpiritMasteryName,progression,Skill,,,"Spirit Mastery",,,,,,,,,,,,,,
skillSorcerySpiritMasteryDesc,progression,Skill,,,"Master Spirit to increase your Maximum Spirit and Rate of Regeneration, allowing you to perform costly Sorcery more frequently.",,,,,,,,,,,,,,
skillSorcerySpellsName,progression,Skill,,,"Arcane Spells",,,,,,,,,,,,,,
skillSorcerySpellsDesc,progression,Skill,,,"Learn to craft and cast [ae92d5]Arcane[-] Spells while unlocking their full potential.",,,,,,,,,,,,,,
skillSorceryArmorName,progression,Skill,,,"Arcane Armor",,,,,,,,,,,,,,
skillSorceryArmorDesc,progression,Skill,,,"Learn to craft and wear [ae92d5]Arcane[-] Armor while unlocking its full potential.",,,,,,,,,,,,,,
skillSorcerySummonsName,progression,Skill,,,"Arcane Summons",,,,,,,,,,,,,,
skillSorcerySummonsDesc,progression,Skill,,,"Learn to summon, command and empower [ae92d5]Arcane[-] companions.",,,,,,,,,,,,,,
skillSorceryWeaponsName,progression,Skill,,,"Arcane Tools + Weapons",,,,,,,,,,,,,,
skillSorceryWeaponsDesc,progression,Skill,,,"Learn to wield powerful [ae92d5]Arcane[-] Tools and Weaponry.",,,,,,,,,,,,,,
skillSorcerySupportName,progression,Skill,,,"Supporter Treasury",,,,,,,,,,,,,,
skillSorcerySupportDesc,progression,Skill,,,"You can help to ensure the ongoing evolution and development of Sorcery by becoming an invaluable Supporter! In exchange for your patronage, Sorcery will continue to evolve at a steady pace with frequent milestone updates. Additionally, you will gain [9b874d]Supporter Access[-] to milestone updates and be granted Sorcery-wide access, title, rank and reward based on your level of support. \n\nSee the Patron Reward Tiers for more exciting details: \n[U]www.SorceryMod.com[/U]",,,,,,,,,,,,,,

skillSorceryFireSpellsName,progression,Skill,,,"Fire Spells",,,,,,,,,,,,,,
skillSorceryFireSpellsDesc,progression,Skill,,,"Learn to craft and cast [dc6e00]Fire[-] Spells while unlocking their full potential.",,,,,,,,,,,,,,
skillSorceryFireWeaponsName,progression,Skill,,,"Fire Weapons",,,,,,,,,,,,,,
skillSorceryFireWeaponsDesc,progression,Skill,,,"Learn to craft and wield [dc6e00]Fire[-] Weapons while unlocking their full potential.",,,,,,,,,,,,,,
skillSorceryFireArmorName,progression,Skill,,,"Fire Armor",,,,,,,,,,,,,,
skillSorceryFireArmorDesc,progression,Skill,,,"Learn to craft and wear [dc6e00]Fire[-] Armor while unlocking their full potential.",,,,,,,,,,,,,,
skillSorceryFireSummonsName,progression,Skill,,,"Fire Summons",,,,,,,,,,,,,,
skillSorceryFireSummonsDesc,progression,Skill,,,"Learn to summon, command and empower [dc6e00]Fire[-] companions.",,,,,,,,,,,,,,
skillSorceryFireTrapsName,progression,Skill,,,"Fire Traps",,,,,,,,,,,,,,
skillSorceryFireTrapsDesc,progression,Skill,,,"Learn to craft and deploy [dc6e00]Fire[-] Traps while unlocking their full potential.",,,,,,,,,,,,,,

skillSorceryIceSpellsName,progression,Skill,,,"Ice Spells",,,,,,,,,,,,,,
skillSorceryIceSpellsDesc,progression,Skill,,,"Learn to craft and cast [006eaa]Ice[-] Spells while unlocking their full potential.",,,,,,,,,,,,,,
skillSorceryIceWeaponsName,progression,Skill,,,"Ice Weapons",,,,,,,,,,,,,,
skillSorceryIceWeaponsDesc,progression,Skill,,,"Learn to craft and wield [006eaa]Ice[-] Weapons while unlocking their full potential.",,,,,,,,,,,,,,
skillSorceryIceArmorName,progression,Skill,,,"Ice Armor",,,,,,,,,,,,,,
skillSorceryIceArmorDesc,progression,Skill,,,"Learn to craft and wear [006eaa]Ice[-] Armor while unlocking their full potential.",,,,,,,,,,,,,,
skillSorceryIceSummonsName,progression,Skill,,,"Ice Summons",,,,,,,,,,,,,,
skillSorceryIceSummonsDesc,progression,Skill,,,"Learn to summon, command and empower [006eaa]Ice[-] companions.",,,,,,,,,,,,,,
skillSorceryIceTrapsName,progression,Skill,,,"Ice Traps",,,,,,,,,,,,,,
skillSorceryIceTrapsDesc,progression,Skill,,,"Learn to craft and deploy [006eaa]Ice[-] Traps while unlocking their full potential.",,,,,,,,,,,,,,

skillSorceryLightningSpellsName,progression,Skill,,,"Lightning Spells",,,,,,,,,,,,,,
skillSorceryLightningSpellsDesc,progression,Skill,,,"Learn to craft and cast [dc6e00]Lightning[-] Spells while unlocking their full potential.",,,,,,,,,,,,,,
skillSorceryLightningWeaponsName,progression,Skill,,,"Lightning Weapons",,,,,,,,,,,,,,
